Region,Age,Gender,Smoke,BMI,Risk,SBP
Central Latin America,70-74,F,Smoker,<20,14,120-139
Central Latin America,70-74,F,Smoker,<20,11,<120
Central Latin America,65-69,F,Smoker,<20,20,>=180
Central Latin America,65-69,F,Smoker,<20,16,160-179
Central Latin America,65-69,F,Smoker,<20,13,140-159
Central Latin America,65-69,F,Smoker,<20,11,120-139
Central Latin America,65-69,F,Smoker,<20,9,<120
Central Latin America,60-64,F,Smoker,<20,17,>=180
Central Latin America,60-64,F,Smoker,<20,13,160-179
Central Latin America,60-64,F,Smoker,<20,11,140-159
Central Latin America,60-64,F,Smoker,<20,9,120-139
Central Latin America,60-64,F,Smoker,<20,7,<120
Central Latin America,55-59,F,Smoker,<20,14,>=180
Central Latin America,55-59,F,Smoker,<20,11,160-179
Central Latin America,55-59,F,Smoker,<20,9,140-159
Central Latin America,55-59,F,Smoker,<20,7,120-139
Central Latin America,55-59,F,Smoker,<20,5,<120
Central Latin America,50-54,F,Smoker,<20,12,>=180
Central Latin America,50-54,F,Smoker,<20,9,160-179
Central Latin America,50-54,F,Smoker,<20,7,140-159
Central Latin America,50-54,F,Smoker,<20,5,120-139
Central Latin America,50-54,F,Smoker,<20,4,<120
Central Latin America,45-49,F,Smoker,<20,10,>=180
Central Latin America,45-49,F,Smoker,<20,7,160-179
Central Latin America,45-49,F,Smoker,<20,6,140-159
Central Latin America,45-49,F,Smoker,<20,4,120-139
Central Latin America,45-49,F,Smoker,<20,3,<120
Central Latin America,40-44,F,Smoker,<20,8,>=180
Central Latin America,40-44,F,Smoker,<20,6,160-179
Central Latin America,40-44,F,Smoker,<20,4,140-159
Central Latin America,40-44,F,Smoker,<20,3,120-139
Central Latin America,40-44,F,Smoker,<20,2,<120
Tropical Latin America,70-74,F,Smoker,<20,19,>=180
Tropical Latin America,70-74,F,Smoker,<20,16,160-179
Tropical Latin America,70-74,F,Smoker,<20,14,140-159
Tropical Latin America,70-74,F,Smoker,<20,12,120-139
Tropical Latin America,70-74,F,Smoker,<20,10,<120
Tropical Latin America,65-69,F,Smoker,<20,17,>=180
Tropical Latin America,65-69,F,Smoker,<20,14,160-179
Tropical Latin America,65-69,F,Smoker,<20,11,140-159
Tropical Latin America,65-69,F,Smoker,<20,9,120-139
Tropical Latin America,65-69,F,Smoker,<20,8,<120
Tropical Latin America,60-64,F,Smoker,<20,14,>=180
Tropical Latin America,60-64,F,Smoker,<20,12,160-179
Tropical Latin America,60-64,F,Smoker,<20,9,140-159
Tropical Latin America,60-64,F,Smoker,<20,8,120-139
Tropical Latin America,60-64,F,Smoker,<20,6,<120
Tropical Latin America,55-59,F,Smoker,<20,12,>=180
Tropical Latin America,55-59,F,Smoker,<20,10,160-179
Tropical Latin America,55-59,F,Smoker,<20,8,140-159
Tropical Latin America,55-59,F,Smoker,<20,6,120-139
Tropical Latin America,55-59,F,Smoker,<20,5,<120
Tropical Latin America,50-54,F,Smoker,<20,10,>=180
Tropical Latin America,50-54,F,Smoker,<20,8,160-179
Tropical Latin America,50-54,F,Smoker,<20,6,140-159
Tropical Latin America,50-54,F,Smoker,<20,5,120-139
Tropical Latin America,50-54,F,Smoker,<20,4,<120
Tropical Latin America,45-49,F,Smoker,<20,9,>=180
Tropical Latin America,45-49,F,Smoker,<20,7,160-179
Tropical Latin America,45-49,F,Smoker,<20,5,140-159
Tropical Latin America,45-49,F,Smoker,<20,4,120-139
Tropical Latin America,45-49,F,Smoker,<20,3,<120
Tropical Latin America,40-44,F,Smoker,<20,8,>=180
Tropical Latin America,40-44,F,Smoker,<20,6,160-179
Tropical Latin America,40-44,F,Smoker,<20,4,140-159
Tropical Latin America,40-44,F,Smoker,<20,3,120-139
Tropical Latin America,40-44,F,Smoker,<20,2,<120
East Asia,70-74,F,Smoker,<20,39,>=180
East Asia,70-74,F,Smoker,<20,33,160-179
East Asia,70-74,F,Smoker,<20,28,140-159
East Asia,70-74,F,Smoker,<20,23,120-139
East Asia,70-74,F,Smoker,<20,20,<120
East Asia,65-69,F,Smoker,<20,33,>=180
East Asia,65-69,F,Smoker,<20,28,160-179
East Asia,65-69,F,Smoker,<20,23,140-159
East Asia,65-69,F,Smoker,<20,19,120-139
East Asia,65-69,F,Smoker,<20,15,<120
East Asia,60-64,F,Smoker,<20,29,>=180
East Asia,60-64,F,Smoker,<20,23,160-179
East Asia,60-64,F,Smoker,<20,19,140-159
East Asia,60-64,F,Smoker,<20,15,120-139
East Asia,60-64,F,Smoker,<20,12,<120
East Asia,55-59,F,Smoker,<20,25,>=180
East Asia,55-59,F,Smoker,<20,19,160-179
East Asia,55-59,F,Smoker,<20,15,140-159
East Asia,55-59,F,Smoker,<20,12,120-139
East Asia,55-59,F,Smoker,<20,9,<120
East Asia,50-54,F,Smoker,<20,21,>=180
East Asia,50-54,F,Smoker,<20,16,160-179
East Asia,50-54,F,Smoker,<20,12,140-159
East Asia,50-54,F,Smoker,<20,9,120-139
East Asia,50-54,F,Smoker,<20,7,<120
East Asia,45-49,F,Smoker,<20,18,>=180
East Asia,45-49,F,Smoker,<20,13,160-179
East Asia,45-49,F,Smoker,<20,10,140-159
East Asia,45-49,F,Smoker,<20,7,120-139
East Asia,45-49,F,Smoker,<20,5,<120
East Asia,40-44,F,Smoker,<20,16,>=180
East Asia,40-44,F,Smoker,<20,11,160-179
East Asia,40-44,F,Smoker,<20,8,140-159
East Asia,40-44,F,Smoker,<20,6,120-139
East Asia,40-44,F,Smoker,<20,4,<120
South Asia,70-74,F,Smoker,<20,29,>=180
South Asia,70-74,F,Smoker,<20,25,160-179
South Asia,70-74,F,Smoker,<20,21,140-159
South Asia,70-74,F,Smoker,<20,18,120-139
South Asia,70-74,F,Smoker,<20,15,<120
South Asia,65-69,F,Smoker,<20,25,>=180
South Asia,65-69,F,Smoker,<20,21,160-179
South Asia,65-69,F,Smoker,<20,17,140-159
South Asia,65-69,F,Smoker,<20,14,120-139
South Asia,65-69,F,Smoker,<20,12,<120
South Asia,60-64,F,Smoker,<20,21,>=180
South Asia,60-64,F,Smoker,<20,17,160-179
South Asia,60-64,F,Smoker,<20,14,140-159
South Asia,60-64,F,Smoker,<20,11,120-139
South Asia,60-64,F,Smoker,<20,9,<120
South Asia,55-59,F,Smoker,<20,18,>=180
South Asia,55-59,F,Smoker,<20,14,160-179
South Asia,55-59,F,Smoker,<20,11,140-159
South Asia,55-59,F,Smoker,<20,9,120-139
South Asia,55-59,F,Smoker,<20,7,<120
South Asia,50-54,F,Smoker,<20,15,>=180
South Asia,50-54,F,Smoker,<20,12,160-179
South Asia,50-54,F,Smoker,<20,9,140-159
South Asia,50-54,F,Smoker,<20,7,120-139
South Asia,50-54,F,Smoker,<20,5,<120
South Asia,45-49,F,Smoker,<20,13,>=180
South Asia,45-49,F,Smoker,<20,10,160-179
South Asia,45-49,F,Smoker,<20,7,140-159
South Asia,45-49,F,Smoker,<20,6,120-139
South Asia,45-49,F,Smoker,<20,4,<120
South Asia,40-44,F,Smoker,<20,11,>=180
South Asia,40-44,F,Smoker,<20,8,160-179
South Asia,40-44,F,Smoker,<20,6,140-159
South Asia,40-44,F,Smoker,<20,4,120-139
South Asia,40-44,F,Smoker,<20,3,<120
Southeast Asia,70-74,F,Smoker,<20,30,>=180
Southeast Asia,70-74,F,Smoker,<20,25,160-179
Southeast Asia,70-74,F,Smoker,<20,21,140-159
Southeast Asia,70-74,F,Smoker,<20,17,120-139
Southeast Asia,70-74,F,Smoker,<20,14,<120
Southeast Asia,65-69,F,Smoker,<20,25,>=180
Southeast Asia,65-69,F,Smoker,<20,21,160-179
Southeast Asia,65-69,F,Smoker,<20,17,140-159
Southeast Asia,65-69,F,Smoker,<20,14,120-139
Southeast Asia,65-69,F,Smoker,<20,11,<120
Southeast Asia,60-64,F,Smoker,<20,21,>=180
Southeast Asia,60-64,F,Smoker,<20,17,160-179
Southeast Asia,60-64,F,Smoker,<20,13,140-159
Southeast Asia,60-64,F,Smoker,<20,11,120-139
Southeast Asia,60-64,F,Smoker,<20,8,<120
Southeast Asia,55-59,F,Smoker,<20,18,>=180
Southeast Asia,55-59,F,Smoker,<20,14,160-179
Southeast Asia,55-59,F,Smoker,<20,11,140-159
Southeast Asia,55-59,F,Smoker,<20,8,120-139
Southeast Asia,55-59,F,Smoker,<20,6,<120
Southeast Asia,50-54,F,Smoker,<20,15,>=180
Southeast Asia,50-54,F,Smoker,<20,11,160-179
Southeast Asia,50-54,F,Smoker,<20,9,140-159
Southeast Asia,50-54,F,Smoker,<20,6,120-139
Southeast Asia,50-54,F,Smoker,<20,5,<120
Southeast Asia,45-49,F,Smoker,<20,13,>=180
Southeast Asia,45-49,F,Smoker,<20,9,160-179
Southeast Asia,45-49,F,Smoker,<20,7,140-159
Southeast Asia,45-49,F,Smoker,<20,5,120-139
Southeast Asia,45-49,F,Smoker,<20,4,<120
Southeast Asia,40-44,F,Smoker,<20,11,>=180
Southeast Asia,40-44,F,Smoker,<20,8,160-179
Southeast Asia,40-44,F,Smoker,<20,5,140-159
Southeast Asia,40-44,F,Smoker,<20,4,120-139
Southeast Asia,40-44,F,Smoker,<20,3,<120
Central Asia,70-74,F,Smoker,<20,61,>=180
Central Asia,70-74,F,Smoker,<20,50,160-179
Central Asia,70-74,F,Smoker,<20,40,140-159
Central Asia,70-74,F,Smoker,<20,31,120-139
Central Asia,70-74,F,Smoker,<20,24,<120
Central Asia,65-69,F,Smoker,<20,50,>=180
Central Asia,65-69,F,Smoker,<20,39,160-179
Central Asia,65-69,F,Smoker,<20,30,140-159
Central Asia,65-69,F,Smoker,<20,22,120-139
Central Asia,65-69,F,Smoker,<20,17,<120
Central Asia,60-64,F,Smoker,<20,39,>=180
Central Asia,60-64,F,Smoker,<20,29,160-179
Central Asia,60-64,F,Smoker,<20,22,140-159
Central Asia,60-64,F,Smoker,<20,16,120-139
Central Asia,60-64,F,Smoker,<20,11,<120
Central Asia,55-59,F,Smoker,<20,31,>=180
Central Asia,55-59,F,Smoker,<20,22,160-179
Central Asia,55-59,F,Smoker,<20,16,140-159
Central Asia,55-59,F,Smoker,<20,11,120-139
Central Asia,55-59,F,Smoker,<20,8,<120
Central Asia,50-54,F,Smoker,<20,24,>=180
Central Asia,50-54,F,Smoker,<20,17,160-179
Central Asia,50-54,F,Smoker,<20,12,140-159
Central Asia,50-54,F,Smoker,<20,8,120-139
Central Asia,50-54,F,Smoker,<20,5,<120
Central Asia,45-49,F,Smoker,<20,19,>=180
Central Asia,45-49,F,Smoker,<20,13,160-179
Central Asia,45-49,F,Smoker,<20,8,140-159
Central Asia,45-49,F,Smoker,<20,6,120-139
Central Asia,45-49,F,Smoker,<20,4,<120
Central Asia,40-44,F,Smoker,<20,15,>=180
Central Asia,40-44,F,Smoker,<20,10,160-179
Central Asia,40-44,F,Smoker,<20,6,140-159
Central Asia,40-44,F,Smoker,<20,4,120-139
Central Asia,40-44,F,Smoker,<20,3,<120
High-Income Asia Pacific,70-74,F,Smoker,<20,28,>=180
High-Income Asia Pacific,70-74,F,Smoker,<20,23,160-179
High-Income Asia Pacific,70-74,F,Smoker,<20,19,140-159
High-Income Asia Pacific,70-74,F,Smoker,<20,16,120-139
High-Income Asia Pacific,70-74,F,Smoker,<20,13,<120
High-Income Asia Pacific,65-69,F,Smoker,<20,24,>=180
High-Income Asia Pacific,65-69,F,Smoker,<20,19,160-179
High-Income Asia Pacific,65-69,F,Smoker,<20,15,140-159
High-Income Asia Pacific,65-69,F,Smoker,<20,12,120-139
High-Income Asia Pacific,65-69,F,Smoker,<20,10,<120
High-Income Asia Pacific,60-64,F,Smoker,<20,20,>=180
High-Income Asia Pacific,60-64,F,Smoker,<20,15,160-179
High-Income Asia Pacific,60-64,F,Smoker,<20,12,140-159
High-Income Asia Pacific,60-64,F,Smoker,<20,9,120-139
High-Income Asia Pacific,60-64,F,Smoker,<20,7,<120
High-Income Asia Pacific,55-59,F,Smoker,<20,16,>=180
High-Income Asia Pacific,55-59,F,Smoker,<20,12,160-179
High-Income Asia Pacific,55-59,F,Smoker,<20,10,140-159
High-Income Asia Pacific,55-59,F,Smoker,<20,7,120-139
High-Income Asia Pacific,55-59,F,Smoker,<20,6,<120
High-Income Asia Pacific,50-54,F,Smoker,<20,14,>=180
High-Income Asia Pacific,50-54,F,Smoker,<20,10,160-179
High-Income Asia Pacific,50-54,F,Smoker,<20,8,140-159
High-Income Asia Pacific,50-54,F,Smoker,<20,6,120-139
High-Income Asia Pacific,50-54,F,Smoker,<20,4,<120
High-Income Asia Pacific,45-49,F,Smoker,<20,11,>=180
High-Income Asia Pacific,45-49,F,Smoker,<20,8,160-179
High-Income Asia Pacific,45-49,F,Smoker,<20,6,140-159
High-Income Asia Pacific,45-49,F,Smoker,<20,4,120-139
High-Income Asia Pacific,45-49,F,Smoker,<20,3,<120
High-Income Asia Pacific,40-44,F,Smoker,<20,9,>=180
High-Income Asia Pacific,40-44,F,Smoker,<20,7,160-179
High-Income Asia Pacific,40-44,F,Smoker,<20,5,140-159
High-Income Asia Pacific,40-44,F,Smoker,<20,3,120-139
High-Income Asia Pacific,40-44,F,Smoker,<20,2,<120
Western Europe,70-74,F,Smoker,<20,38,>=180
Western Europe,70-74,F,Smoker,<20,30,160-179
Western Europe,70-74,F,Smoker,<20,24,140-159
Western Europe,70-74,F,Smoker,<20,19,120-139
Western Europe,70-74,F,Smoker,<20,15,<120
Western Europe,65-69,F,Smoker,<20,31,>=180
Western Europe,65-69,F,Smoker,<20,24,160-179
Western Europe,65-69,F,Smoker,<20,18,140-159
Western Europe,65-69,F,Smoker,<20,14,120-139
Western Europe,65-69,F,Smoker,<20,10,<120
Western Europe,60-64,F,Smoker,<20,24,>=180
Western Europe,60-64,F,Smoker,<20,18,160-179
Western Europe,60-64,F,Smoker,<20,13,140-159
Western Europe,60-64,F,Smoker,<20,10,120-139
Western Europe,60-64,F,Smoker,<20,7,<120
Western Europe,55-59,F,Smoker,<20,19,>=180
Western Europe,55-59,F,Smoker,<20,14,160-179
Western Europe,55-59,F,Smoker,<20,10,140-159
Western Europe,55-59,F,Smoker,<20,7,120-139
Western Europe,55-59,F,Smoker,<20,5,<120
Western Europe,50-54,F,Smoker,<20,15,>=180
Western Europe,50-54,F,Smoker,<20,11,160-179
Western Europe,50-54,F,Smoker,<20,7,140-159
Western Europe,50-54,F,Smoker,<20,5,120-139
Western Europe,50-54,F,Smoker,<20,3,<120
Western Europe,45-49,F,Smoker,<20,12,>=180
Western Europe,45-49,F,Smoker,<20,8,160-179
Western Europe,45-49,F,Smoker,<20,5,140-159
Western Europe,45-49,F,Smoker,<20,4,120-139
Western Europe,45-49,F,Smoker,<20,2,<120
Western Europe,40-44,F,Smoker,<20,9,>=180
Western Europe,40-44,F,Smoker,<20,6,160-179
Western Europe,40-44,F,Smoker,<20,4,140-159
Western Europe,40-44,F,Smoker,<20,3,120-139
Western Europe,40-44,F,Smoker,<20,2,<120
Central Europe,70-74,F,Smoker,<20,52,>=180
Central Europe,70-74,F,Smoker,<20,42,160-179
Central Europe,70-74,F,Smoker,<20,33,140-159
Central Europe,70-74,F,Smoker,<20,26,120-139
Central Europe,70-74,F,Smoker,<20,20,<120
Central Europe,65-69,F,Smoker,<20,43,>=180
Central Europe,65-69,F,Smoker,<20,33,160-179
Central Europe,65-69,F,Smoker,<20,25,140-159
Central Europe,65-69,F,Smoker,<20,18,120-139
Central Europe,65-69,F,Smoker,<20,14,<120
Central Europe,60-64,F,Smoker,<20,34,>=180
Central Europe,60-64,F,Smoker,<20,25,160-179
Central Europe,60-64,F,Smoker,<20,18,140-159
Central Europe,60-64,F,Smoker,<20,13,120-139
Central Europe,60-64,F,Smoker,<20,9,<120
Central Europe,55-59,F,Smoker,<20,27,>=180
Central Europe,55-59,F,Smoker,<20,19,160-179
Central Europe,55-59,F,Smoker,<20,13,140-159
Central Europe,55-59,F,Smoker,<20,9,120-139
Central Europe,55-59,F,Smoker,<20,6,<120
Central Europe,50-54,F,Smoker,<20,21,>=180
Central Europe,50-54,F,Smoker,<20,14,160-179
Central Europe,50-54,F,Smoker,<20,9,140-159
Central Europe,50-54,F,Smoker,<20,6,120-139
Central Europe,50-54,F,Smoker,<20,4,<120
Central Europe,45-49,F,Smoker,<20,17,>=180
Central Europe,45-49,F,Smoker,<20,11,160-179
Central Europe,45-49,F,Smoker,<20,7,140-159
Central Europe,45-49,F,Smoker,<20,4,120-139
Central Europe,45-49,F,Smoker,<20,3,<120
Central Europe,40-44,F,Smoker,<20,13,>=180
Central Europe,40-44,F,Smoker,<20,8,160-179
Central Europe,40-44,F,Smoker,<20,5,140-159
Central Europe,40-44,F,Smoker,<20,3,120-139
Central Europe,40-44,F,Smoker,<20,2,<120
Eastern Europe,70-74,F,Smoker,<20,53,>=180
Eastern Europe,70-74,F,Smoker,<20,45,160-179
Eastern Europe,70-74,F,Smoker,<20,37,140-159
Eastern Europe,70-74,F,Smoker,<20,31,120-139
Eastern Europe,70-74,F,Smoker,<20,25,<120
Eastern Europe,65-69,F,Smoker,<20,45,>=180
Eastern Europe,65-69,F,Smoker,<20,37,160-179
Eastern Europe,65-69,F,Smoker,<20,29,140-159
Eastern Europe,65-69,F,Smoker,<20,23,120-139
Eastern Europe,65-69,F,Smoker,<20,18,<120
Eastern Europe,60-64,F,Smoker,<20,38,>=180
Eastern Europe,60-64,F,Smoker,<20,30,160-179
Eastern Europe,60-64,F,Smoker,<20,23,140-159
Eastern Europe,60-64,F,Smoker,<20,18,120-139
Eastern Europe,60-64,F,Smoker,<20,14,<120
Eastern Europe,55-59,F,Smoker,<20,31,>=180
Eastern Europe,55-59,F,Smoker,<20,24,160-179
Eastern Europe,55-59,F,Smoker,<20,18,140-159
Eastern Europe,55-59,F,Smoker,<20,13,120-139
Eastern Europe,55-59,F,Smoker,<20,10,<120
Eastern Europe,50-54,F,Smoker,<20,26,>=180
Eastern Europe,50-54,F,Smoker,<20,19,160-179
Eastern Europe,50-54,F,Smoker,<20,14,140-159
Eastern Europe,50-54,F,Smoker,<20,10,120-139
Eastern Europe,50-54,F,Smoker,<20,7,<120
Eastern Europe,45-49,F,Smoker,<20,21,>=180
Eastern Europe,45-49,F,Smoker,<20,15,160-179
Eastern Europe,45-49,F,Smoker,<20,11,140-159
Eastern Europe,45-49,F,Smoker,<20,7,120-139
Eastern Europe,45-49,F,Smoker,<20,5,<120
Eastern Europe,40-44,F,Smoker,<20,17,>=180
Eastern Europe,40-44,F,Smoker,<20,12,160-179
Eastern Europe,40-44,F,Smoker,<20,8,140-159
Eastern Europe,40-44,F,Smoker,<20,5,120-139
Eastern Europe,40-44,F,Smoker,<20,4,<120
Oceania,70-74,F,Smoker,<20,30,>=180
Oceania,70-74,F,Smoker,<20,26,160-179
Oceania,70-74,F,Smoker,<20,22,140-159
Oceania,70-74,F,Smoker,<20,19,120-139
Oceania,70-74,F,Smoker,<20,16,<120
Oceania,65-69,F,Smoker,<20,26,>=180
Oceania,65-69,F,Smoker,<20,22,160-179
Oceania,65-69,F,Smoker,<20,18,140-159
Oceania,65-69,F,Smoker,<20,15,120-139
Oceania,65-69,F,Smoker,<20,13,<120
Oceania,60-64,F,Smoker,<20,23,>=180
Oceania,60-64,F,Smoker,<20,18,160-179
Oceania,60-64,F,Smoker,<20,15,140-159
Oceania,60-64,F,Smoker,<20,12,120-139
Oceania,60-64,F,Smoker,<20,10,<120
Oceania,55-59,F,Smoker,<20,20,>=180
Oceania,55-59,F,Smoker,<20,16,160-179
Oceania,55-59,F,Smoker,<20,12,140-159
Oceania,55-59,F,Smoker,<20,10,120-139
Oceania,55-59,F,Smoker,<20,8,<120
Oceania,50-54,F,Smoker,<20,17,>=180
Oceania,50-54,F,Smoker,<20,13,160-179
Oceania,50-54,F,Smoker,<20,10,140-159
Oceania,50-54,F,Smoker,<20,8,120-139
Oceania,50-54,F,Smoker,<20,6,<120
Oceania,45-49,F,Smoker,<20,15,>=180
Oceania,45-49,F,Smoker,<20,11,160-179
Oceania,45-49,F,Smoker,<20,8,140-159
Oceania,45-49,F,Smoker,<20,6,120-139
Oceania,45-49,F,Smoker,<20,5,<120
Oceania,40-44,F,Smoker,<20,13,>=180
Oceania,40-44,F,Smoker,<20,9,160-179
Oceania,40-44,F,Smoker,<20,7,140-159
Oceania,40-44,F,Smoker,<20,5,120-139
Oceania,40-44,F,Smoker,<20,4,<120
Australasia,70-74,F,Smoker,<20,32,>=180
Australasia,70-74,F,Smoker,<20,26,160-179
Australasia,70-74,F,Smoker,<20,21,140-159
Australasia,70-74,F,Smoker,<20,17,120-139
Australasia,70-74,F,Smoker,<20,13,<120
Australasia,65-69,F,Smoker,<20,26,>=180
Australasia,65-69,F,Smoker,<20,20,160-179
Australasia,65-69,F,Smoker,<20,16,140-159
Australasia,65-69,F,Smoker,<20,12,120-139
Australasia,65-69,F,Smoker,<20,9,<120
Australasia,60-64,F,Smoker,<20,21,>=180
Australasia,60-64,F,Smoker,<20,16,160-179
Australasia,60-64,F,Smoker,<20,12,140-159
Australasia,60-64,F,Smoker,<20,9,120-139
Australasia,60-64,F,Smoker,<20,7,<120
Australasia,55-59,F,Smoker,<20,17,>=180
Australasia,55-59,F,Smoker,<20,13,160-179
Australasia,55-59,F,Smoker,<20,9,140-159
Australasia,55-59,F,Smoker,<20,7,120-139
Australasia,55-59,F,Smoker,<20,5,<120
Australasia,50-54,F,Smoker,<20,14,>=180
Australasia,50-54,F,Smoker,<20,10,160-179
Australasia,50-54,F,Smoker,<20,7,140-159
Australasia,50-54,F,Smoker,<20,5,120-139
Australasia,50-54,F,Smoker,<20,3,<120
Australasia,45-49,F,Smoker,<20,11,>=180
Australasia,45-49,F,Smoker,<20,8,160-179
Australasia,45-49,F,Smoker,<20,5,140-159
Australasia,45-49,F,Smoker,<20,4,120-139
Australasia,45-49,F,Smoker,<20,2,<120
Australasia,40-44,F,Smoker,<20,9,>=180
Australasia,40-44,F,Smoker,<20,6,160-179
Australasia,40-44,F,Smoker,<20,4,140-159
Australasia,40-44,F,Smoker,<20,3,120-139
Australasia,40-44,F,Smoker,<20,2,<120
North Afrika and Middle East,70-74,F,Smoker,20-24,44,>=180
North Afrika and Middle East,70-74,F,Smoker,20-24,39,160-179
North Afrika and Middle East,70-74,F,Smoker,20-24,34,140-159
North Afrika and Middle East,70-74,F,Smoker,20-24,30,120-139
North Afrika and Middle East,70-74,F,Smoker,20-24,26,<120
North Afrika and Middle East,65-69,F,Smoker,20-24,39,>=180
North Afrika and Middle East,65-69,F,Smoker,20-24,34,160-179
North Afrika and Middle East,65-69,F,Smoker,20-24,29,140-159
North Afrika and Middle East,65-69,F,Smoker,20-24,25,120-139
North Afrika and Middle East,65-69,F,Smoker,20-24,21,<120
North Afrika and Middle East,60-64,F,Smoker,20-24,35,>=180
North Afrika and Middle East,60-64,F,Smoker,20-24,29,160-179
North Afrika and Middle East,60-64,F,Smoker,20-24,24,140-159
North Afrika and Middle East,60-64,F,Smoker,20-24,20,120-139
North Afrika and Middle East,60-64,F,Smoker,20-24,17,<120
North Afrika and Middle East,55-59,F,Smoker,20-24,31,>=180
North Afrika and Middle East,55-59,F,Smoker,20-24,25,160-179
North Afrika and Middle East,55-59,F,Smoker,20-24,21,140-159
North Afrika and Middle East,55-59,F,Smoker,20-24,17,120-139
North Afrika and Middle East,55-59,F,Smoker,20-24,13,<120
North Afrika and Middle East,50-54,F,Smoker,20-24,27,>=180
North Afrika and Middle East,50-54,F,Smoker,20-24,21,160-179
North Afrika and Middle East,50-54,F,Smoker,20-24,17,140-159
North Afrika and Middle East,50-54,F,Smoker,20-24,14,120-139
North Afrika and Middle East,50-54,F,Smoker,20-24,11,<120
North Afrika and Middle East,45-49,F,Smoker,20-24,23,>=180
North Afrika and Middle East,45-49,F,Smoker,20-24,18,160-179
North Afrika and Middle East,45-49,F,Smoker,20-24,14,140-159
North Afrika and Middle East,45-49,F,Smoker,20-24,11,120-139
North Afrika and Middle East,45-49,F,Smoker,20-24,9,<120
North Afrika and Middle East,40-44,F,Smoker,20-24,20,>=180
North Afrika and Middle East,40-44,F,Smoker,20-24,16,160-179
North Afrika and Middle East,40-44,F,Smoker,20-24,12,140-159
North Afrika and Middle East,40-44,F,Smoker,20-24,9,120-139
North Afrika and Middle East,40-44,F,Smoker,20-24,7,<120
Central Sub-Saharan Africa,70-74,F,Smoker,20-24,36,>=180
Central Sub-Saharan Africa,70-74,F,Smoker,20-24,30,160-179
Central Sub-Saharan Africa,70-74,F,Smoker,20-24,25,140-159
Central Sub-Saharan Africa,70-74,F,Smoker,20-24,21,120-139
Central Sub-Saharan Africa,70-74,F,Smoker,20-24,17,<120
Central Sub-Saharan Africa,65-69,F,Smoker,20-24,30,>=180
Central Sub-Saharan Africa,65-69,F,Smoker,20-24,25,160-179
Central Sub-Saharan Africa,65-69,F,Smoker,20-24,20,140-159
Central Sub-Saharan Africa,65-69,F,Smoker,20-24,16,120-139
Central Sub-Saharan Africa,65-69,F,Smoker,20-24,13,<120
Central Sub-Saharan Africa,60-64,F,Smoker,20-24,26,>=180
Central Sub-Saharan Africa,60-64,F,Smoker,20-24,20,160-179
Central Sub-Saharan Africa,60-64,F,Smoker,20-24,16,140-159
Central Sub-Saharan Africa,60-64,F,Smoker,20-24,13,120-139
Central Sub-Saharan Africa,60-64,F,Smoker,20-24,10,<120
Central Sub-Saharan Africa,55-59,F,Smoker,20-24,21,>=180
Central Sub-Saharan Africa,55-59,F,Smoker,20-24,17,160-179
Central Sub-Saharan Africa,55-59,F,Smoker,20-24,13,140-159
Central Sub-Saharan Africa,55-59,F,Smoker,20-24,10,120-139
Central Sub-Saharan Africa,55-59,F,Smoker,20-24,7,<120
Central Sub-Saharan Africa,50-54,F,Smoker,20-24,18,>=180
Central Sub-Saharan Africa,50-54,F,Smoker,20-24,13,160-179
Central Sub-Saharan Africa,50-54,F,Smoker,20-24,10,140-159
Central Sub-Saharan Africa,50-54,F,Smoker,20-24,7,120-139
Central Sub-Saharan Africa,50-54,F,Smoker,20-24,6,<120
Central Sub-Saharan Africa,45-49,F,Smoker,20-24,15,>=180
Central Sub-Saharan Africa,45-49,F,Smoker,20-24,11,160-179
Central Sub-Saharan Africa,45-49,F,Smoker,20-24,8,140-159
Central Sub-Saharan Africa,45-49,F,Smoker,20-24,6,120-139
Central Sub-Saharan Africa,45-49,F,Smoker,20-24,4,<120
Central Sub-Saharan Africa,40-44,F,Smoker,20-24,13,>=180
Central Sub-Saharan Africa,40-44,F,Smoker,20-24,9,160-179
Central Sub-Saharan Africa,40-44,F,Smoker,20-24,6,140-159
Central Sub-Saharan Africa,40-44,F,Smoker,20-24,4,120-139
Central Sub-Saharan Africa,40-44,F,Smoker,20-24,3,<120
Eastern Sub-Saharan Africa,70-74,F,Smoker,20-24,26,>=180
Eastern Sub-Saharan Africa,70-74,F,Smoker,20-24,22,160-179
Eastern Sub-Saharan Africa,70-74,F,Smoker,20-24,18,140-159
Eastern Sub-Saharan Africa,70-74,F,Smoker,20-24,15,120-139
Eastern Sub-Saharan Africa,70-74,F,Smoker,20-24,13,<120
Eastern Sub-Saharan Africa,65-69,F,Smoker,20-24,22,>=180
Eastern Sub-Saharan Africa,65-69,F,Smoker,20-24,18,160-179
Eastern Sub-Saharan Africa,65-69,F,Smoker,20-24,15,140-159
Eastern Sub-Saharan Africa,65-69,F,Smoker,20-24,12,120-139
Eastern Sub-Saharan Africa,65-69,F,Smoker,20-24,10,<120
Eastern Sub-Saharan Africa,60-64,F,Smoker,20-24,19,>=180
Eastern Sub-Saharan Africa,60-64,F,Smoker,20-24,15,160-179
Eastern Sub-Saharan Africa,60-64,F,Smoker,20-24,12,140-159
Eastern Sub-Saharan Africa,60-64,F,Smoker,20-24,10,120-139
