Region,Age,DM,Gender,Smoke,CHOL,Risk,SBP
Caribbean,65-69,No,F,Non-smoker,>=7,9,120-139
Caribbean,65-69,No,F,Non-smoker,>=7,8,<120
Caribbean,60-64,No,F,Non-smoker,>=7,13,>=180
Caribbean,60-64,No,F,Non-smoker,>=7,11,160-179
Caribbean,60-64,No,F,Non-smoker,>=7,9,140-159
Caribbean,60-64,No,F,Non-smoker,>=7,7,120-139
Caribbean,60-64,No,F,Non-smoker,>=7,6,<120
Caribbean,55-59,No,F,Non-smoker,>=7,10,>=180
Caribbean,55-59,No,F,Non-smoker,>=7,8,160-179
Caribbean,55-59,No,F,Non-smoker,>=7,7,140-159
Caribbean,55-59,No,F,Non-smoker,>=7,5,120-139
Caribbean,55-59,No,F,Non-smoker,>=7,4,<120
Caribbean,50-54,No,F,Non-smoker,>=7,8,>=180
Caribbean,50-54,No,F,Non-smoker,>=7,6,160-179
Caribbean,50-54,No,F,Non-smoker,>=7,5,140-159
Caribbean,50-54,No,F,Non-smoker,>=7,4,120-139
Caribbean,50-54,No,F,Non-smoker,>=7,3,<120
Caribbean,45-49,No,F,Non-smoker,>=7,6,>=180
Caribbean,45-49,No,F,Non-smoker,>=7,5,160-179
Caribbean,45-49,No,F,Non-smoker,>=7,4,140-159
Caribbean,45-49,No,F,Non-smoker,>=7,3,120-139
Caribbean,45-49,No,F,Non-smoker,>=7,2,<120
Caribbean,40-44,No,F,Non-smoker,>=7,5,>=180
Caribbean,40-44,No,F,Non-smoker,>=7,4,160-179
Caribbean,40-44,No,F,Non-smoker,>=7,3,140-159
Caribbean,40-44,No,F,Non-smoker,>=7,2,120-139
Caribbean,40-44,No,F,Non-smoker,>=7,2,<120
Caribbean,70-74,Yes,F,Non-smoker,>=7,32,>=180
Caribbean,70-74,Yes,F,Non-smoker,>=7,27,160-179
Caribbean,70-74,Yes,F,Non-smoker,>=7,23,140-159
Caribbean,70-74,Yes,F,Non-smoker,>=7,19,120-139
Caribbean,70-74,Yes,F,Non-smoker,>=7,16,<120
Caribbean,65-69,Yes,F,Non-smoker,>=7,27,>=180
Caribbean,65-69,Yes,F,Non-smoker,>=7,23,160-179
Caribbean,65-69,Yes,F,Non-smoker,>=7,19,140-159
Caribbean,65-69,Yes,F,Non-smoker,>=7,16,120-139
Caribbean,65-69,Yes,F,Non-smoker,>=7,13,<120
Caribbean,60-64,Yes,F,Non-smoker,>=7,23,>=180
Caribbean,60-64,Yes,F,Non-smoker,>=7,19,160-179
Caribbean,60-64,Yes,F,Non-smoker,>=7,15,140-159
Caribbean,60-64,Yes,F,Non-smoker,>=7,13,120-139
Caribbean,60-64,Yes,F,Non-smoker,>=7,10,<120
Caribbean,55-59,Yes,F,Non-smoker,>=7,20,>=180
Caribbean,55-59,Yes,F,Non-smoker,>=7,16,160-179
Caribbean,55-59,Yes,F,Non-smoker,>=7,13,140-159
Caribbean,55-59,Yes,F,Non-smoker,>=7,10,120-139
Caribbean,55-59,Yes,F,Non-smoker,>=7,8,<120
Caribbean,50-54,Yes,F,Non-smoker,>=7,17,>=180
Caribbean,50-54,Yes,F,Non-smoker,>=7,13,160-179
Caribbean,50-54,Yes,F,Non-smoker,>=7,10,140-159
Caribbean,50-54,Yes,F,Non-smoker,>=7,8,120-139
Caribbean,50-54,Yes,F,Non-smoker,>=7,6,<120
Caribbean,45-49,Yes,F,Non-smoker,>=7,14,>=180
Caribbean,45-49,Yes,F,Non-smoker,>=7,11,160-179
Caribbean,45-49,Yes,F,Non-smoker,>=7,8,140-159
Caribbean,45-49,Yes,F,Non-smoker,>=7,6,120-139
Caribbean,45-49,Yes,F,Non-smoker,>=7,5,<120
Caribbean,40-44,Yes,F,Non-smoker,>=7,12,>=180
Caribbean,40-44,Yes,F,Non-smoker,>=7,9,160-179
Caribbean,40-44,Yes,F,Non-smoker,>=7,7,140-159
Caribbean,40-44,Yes,F,Non-smoker,>=7,5,120-139
Caribbean,40-44,Yes,F,Non-smoker,>=7,4,<120
Andean Latin America,70-74,No,F,Non-smoker,>=7,15,>=180
Andean Latin America,70-74,No,F,Non-smoker,>=7,13,160-179
Andean Latin America,70-74,No,F,Non-smoker,>=7,11,140-159
Andean Latin America,70-74,No,F,Non-smoker,>=7,9,120-139
Andean Latin America,70-74,No,F,Non-smoker,>=7,8,<120
Andean Latin America,65-69,No,F,Non-smoker,>=7,12,>=180
Andean Latin America,65-69,No,F,Non-smoker,>=7,10,160-179
Andean Latin America,65-69,No,F,Non-smoker,>=7,8,140-159
Andean Latin America,65-69,No,F,Non-smoker,>=7,7,120-139
Andean Latin America,65-69,No,F,Non-smoker,>=7,6,<120
Andean Latin America,60-64,No,F,Non-smoker,>=7,10,>=180
Andean Latin America,60-64,No,F,Non-smoker,>=7,8,160-179
Andean Latin America,60-64,No,F,Non-smoker,>=7,7,140-159
Andean Latin America,60-64,No,F,Non-smoker,>=7,5,120-139
Andean Latin America,60-64,No,F,Non-smoker,>=7,4,<120
Andean Latin America,55-59,No,F,Non-smoker,>=7,8,>=180
Andean Latin America,55-59,No,F,Non-smoker,>=7,6,160-179
Andean Latin America,55-59,No,F,Non-smoker,>=7,5,140-159
Andean Latin America,55-59,No,F,Non-smoker,>=7,4,120-139
Andean Latin America,55-59,No,F,Non-smoker,>=7,3,<120
Andean Latin America,50-54,No,F,Non-smoker,>=7,6,>=180
Andean Latin America,50-54,No,F,Non-smoker,>=7,5,160-179
Andean Latin America,50-54,No,F,Non-smoker,>=7,4,140-159
Andean Latin America,50-54,No,F,Non-smoker,>=7,3,120-139
Andean Latin America,50-54,No,F,Non-smoker,>=7,2,<120
Andean Latin America,45-49,No,F,Non-smoker,>=7,5,>=180
Andean Latin America,45-49,No,F,Non-smoker,>=7,4,160-179
Andean Latin America,45-49,No,F,Non-smoker,>=7,3,140-159
Andean Latin America,45-49,No,F,Non-smoker,>=7,2,120-139
Andean Latin America,45-49,No,F,Non-smoker,>=7,2,<120
Andean Latin America,40-44,No,F,Non-smoker,>=7,4,>=180
Andean Latin America,40-44,No,F,Non-smoker,>=7,3,160-179
Andean Latin America,40-44,No,F,Non-smoker,>=7,2,140-159
Andean Latin America,40-44,No,F,Non-smoker,>=7,2,120-139
Andean Latin America,40-44,No,F,Non-smoker,>=7,1,<120
Andean Latin America,70-74,Yes,F,Non-smoker,>=7,22,>=180
Andean Latin America,70-74,Yes,F,Non-smoker,>=7,19,160-179
Andean Latin America,70-74,Yes,F,Non-smoker,>=7,16,140-159
Andean Latin America,70-74,Yes,F,Non-smoker,>=7,14,120-139
Andean Latin America,70-74,Yes,F,Non-smoker,>=7,12,<120
Andean Latin America,65-69,Yes,F,Non-smoker,>=7,19,>=180
Andean Latin America,65-69,Yes,F,Non-smoker,>=7,16,160-179
Andean Latin America,65-69,Yes,F,Non-smoker,>=7,14,140-159
Andean Latin America,65-69,Yes,F,Non-smoker,>=7,11,120-139
Andean Latin America,65-69,Yes,F,Non-smoker,>=7,9,<120
Andean Latin America,60-64,Yes,F,Non-smoker,>=7,16,>=180
Andean Latin America,60-64,Yes,F,Non-smoker,>=7,14,160-179
Andean Latin America,60-64,Yes,F,Non-smoker,>=7,11,140-159
Andean Latin America,60-64,Yes,F,Non-smoker,>=7,9,120-139
Andean Latin America,60-64,Yes,F,Non-smoker,>=7,8,<120
Andean Latin America,55-59,Yes,F,Non-smoker,>=7,14,>=180
Andean Latin America,55-59,Yes,F,Non-smoker,>=7,11,160-179
Andean Latin America,55-59,Yes,F,Non-smoker,>=7,9,140-159
Andean Latin America,55-59,Yes,F,Non-smoker,>=7,7,120-139
Andean Latin America,55-59,Yes,F,Non-smoker,>=7,6,<120
Andean Latin America,50-54,Yes,F,Non-smoker,>=7,12,>=180
Andean Latin America,50-54,Yes,F,Non-smoker,>=7,10,160-179
Andean Latin America,50-54,Yes,F,Non-smoker,>=7,8,140-159
Andean Latin America,50-54,Yes,F,Non-smoker,>=7,6,120-139
Andean Latin America,50-54,Yes,F,Non-smoker,>=7,5,<120
Andean Latin America,45-49,Yes,F,Non-smoker,>=7,10,>=180
Andean Latin America,45-49,Yes,F,Non-smoker,>=7,8,160-179
Andean Latin America,45-49,Yes,F,Non-smoker,>=7,6,140-159
Andean Latin America,45-49,Yes,F,Non-smoker,>=7,5,120-139
Andean Latin America,45-49,Yes,F,Non-smoker,>=7,4,<120
Andean Latin America,40-44,Yes,F,Non-smoker,>=7,9,>=180
Andean Latin America,40-44,Yes,F,Non-smoker,>=7,7,160-179
Andean Latin America,40-44,Yes,F,Non-smoker,>=7,5,140-159
Andean Latin America,40-44,Yes,F,Non-smoker,>=7,4,120-139
Andean Latin America,40-44,Yes,F,Non-smoker,>=7,3,<120
Central Latin America,70-74,No,F,Non-smoker,>=7,18,>=180
Central Latin America,70-74,No,F,Non-smoker,>=7,15,160-179
Central Latin America,70-74,No,F,Non-smoker,>=7,13,140-159
Central Latin America,70-74,No,F,Non-smoker,>=7,11,120-139
Central Latin America,70-74,No,F,Non-smoker,>=7,9,<120
Central Latin America,65-69,No,F,Non-smoker,>=7,14,>=180
Central Latin America,65-69,No,F,Non-smoker,>=7,12,160-179
Central Latin America,65-69,No,F,Non-smoker,>=7,10,140-159
Central Latin America,65-69,No,F,Non-smoker,>=7,8,120-139
Central Latin America,65-69,No,F,Non-smoker,>=7,7,<120
Central Latin America,60-64,No,F,Non-smoker,>=7,11,>=180
Central Latin America,60-64,No,F,Non-smoker,>=7,9,160-179
Central Latin America,60-64,No,F,Non-smoker,>=7,7,140-159
Central Latin America,60-64,No,F,Non-smoker,>=7,6,120-139
Central Latin America,60-64,No,F,Non-smoker,>=7,5,<120
Central Latin America,55-59,No,F,Non-smoker,>=7,9,>=180
Central Latin America,55-59,No,F,Non-smoker,>=7,7,160-179
Central Latin America,55-59,No,F,Non-smoker,>=7,6,140-159
Central Latin America,55-59,No,F,Non-smoker,>=7,4,120-139
Central Latin America,55-59,No,F,Non-smoker,>=7,4,<120
Central Latin America,50-54,No,F,Non-smoker,>=7,7,>=180
Central Latin America,50-54,No,F,Non-smoker,>=7,5,160-179
Central Latin America,50-54,No,F,Non-smoker,>=7,4,140-159
Central Latin America,50-54,No,F,Non-smoker,>=7,3,120-139
Central Latin America,50-54,No,F,Non-smoker,>=7,3,<120
Central Latin America,45-49,No,F,Non-smoker,>=7,5,>=180
Central Latin America,45-49,No,F,Non-smoker,>=7,4,160-179
Central Latin America,45-49,No,F,Non-smoker,>=7,3,140-159
Central Latin America,45-49,No,F,Non-smoker,>=7,2,120-139
Central Latin America,45-49,No,F,Non-smoker,>=7,2,<120
Central Latin America,40-44,No,F,Non-smoker,>=7,4,>=180
Central Latin America,40-44,No,F,Non-smoker,>=7,3,160-179
Central Latin America,40-44,No,F,Non-smoker,>=7,2,140-159
Central Latin America,40-44,No,F,Non-smoker,>=7,2,120-139
Central Latin America,40-44,No,F,Non-smoker,>=7,1,<120
Central Latin America,70-74,Yes,F,Non-smoker,>=7,27,>=180
Central Latin America,70-74,Yes,F,Non-smoker,>=7,23,160-179
Central Latin America,70-74,Yes,F,Non-smoker,>=7,20,140-159
Central Latin America,70-74,Yes,F,Non-smoker,>=7,16,120-139
Central Latin America,70-74,Yes,F,Non-smoker,>=7,14,<120
Central Latin America,65-69,Yes,F,Non-smoker,>=7,23,>=180
Central Latin America,65-69,Yes,F,Non-smoker,>=7,19,160-179
Central Latin America,65-69,Yes,F,Non-smoker,>=7,16,140-159
Central Latin America,65-69,Yes,F,Non-smoker,>=7,13,120-139
Central Latin America,65-69,Yes,F,Non-smoker,>=7,11,<120
Central Latin America,60-64,Yes,F,Non-smoker,>=7,19,>=180
Central Latin America,60-64,Yes,F,Non-smoker,>=7,16,160-179
Central Latin America,60-64,Yes,F,Non-smoker,>=7,13,140-159
Central Latin America,60-64,Yes,F,Non-smoker,>=7,11,120-139
Central Latin America,60-64,Yes,F,Non-smoker,>=7,9,<120
Central Latin America,55-59,Yes,F,Non-smoker,>=7,16,>=180
Central Latin America,55-59,Yes,F,Non-smoker,>=7,13,160-179
Central Latin America,55-59,Yes,F,Non-smoker,>=7,11,140-159
Central Latin America,55-59,Yes,F,Non-smoker,>=7,9,120-139
Central Latin America,55-59,Yes,F,Non-smoker,>=7,7,<120
Central Latin America,50-54,Yes,F,Non-smoker,>=7,14,>=180
Central Latin America,50-54,Yes,F,Non-smoker,>=7,11,160-179
Central Latin America,50-54,Yes,F,Non-smoker,>=7,9,140-159
Central Latin America,50-54,Yes,F,Non-smoker,>=7,7,120-139
Central Latin America,50-54,Yes,F,Non-smoker,>=7,5,<120
Central Latin America,45-49,Yes,F,Non-smoker,>=7,12,>=180
Central Latin America,45-49,Yes,F,Non-smoker,>=7,9,160-179
Central Latin America,45-49,Yes,F,Non-smoker,>=7,7,140-159
Central Latin America,45-49,Yes,F,Non-smoker,>=7,5,120-139
Central Latin America,45-49,Yes,F,Non-smoker,>=7,4,<120
Central Latin America,40-44,Yes,F,Non-smoker,>=7,10,>=180
Central Latin America,40-44,Yes,F,Non-smoker,>=7,8,160-179
Central Latin America,40-44,Yes,F,Non-smoker,>=7,6,140-159
Central Latin America,40-44,Yes,F,Non-smoker,>=7,4,120-139
Central Latin America,40-44,Yes,F,Non-smoker,>=7,3,<120
Tropical Latin America,70-74,No,F,Non-smoker,>=7,15,>=180
Tropical Latin America,70-74,No,F,Non-smoker,>=7,13,160-179
Tropical Latin America,70-74,No,F,Non-smoker,>=7,11,140-159
Tropical Latin America,70-74,No,F,Non-smoker,>=7,9,120-139
Tropical Latin America,70-74,No,F,Non-smoker,>=7,8,<120
Tropical Latin America,65-69,No,F,Non-smoker,>=7,12,>=180
Tropical Latin America,65-69,No,F,Non-smoker,>=7,10,160-179
Tropical Latin America,65-69,No,F,Non-smoker,>=7,8,140-159
Tropical Latin America,65-69,No,F,Non-smoker,>=7,7,120-139
Tropical Latin America,65-69,No,F,Non-smoker,>=7,6,<120
Tropical Latin America,60-64,No,F,Non-smoker,>=7,10,>=180
Tropical Latin America,60-64,No,F,Non-smoker,>=7,8,160-179
Tropical Latin America,60-64,No,F,Non-smoker,>=7,7,140-159
Tropical Latin America,60-64,No,F,Non-smoker,>=7,5,120-139
Tropical Latin America,60-64,No,F,Non-smoker,>=7,4,<120
Tropical Latin America,55-59,No,F,Non-smoker,>=7,8,>=180
Tropical Latin America,55-59,No,F,Non-smoker,>=7,6,160-179
Tropical Latin America,55-59,No,F,Non-smoker,>=7,5,140-159
Tropical Latin America,55-59,No,F,Non-smoker,>=7,4,120-139
Tropical Latin America,55-59,No,F,Non-smoker,>=7,3,<120
Tropical Latin America,50-54,No,F,Non-smoker,>=7,6,>=180
Tropical Latin America,50-54,No,F,Non-smoker,>=7,5,160-179
Tropical Latin America,50-54,No,F,Non-smoker,>=7,4,140-159
Tropical Latin America,50-54,No,F,Non-smoker,>=7,3,120-139
Tropical Latin America,50-54,No,F,Non-smoker,>=7,2,<120
Tropical Latin America,45-49,No,F,Non-smoker,>=7,5,>=180
Tropical Latin America,45-49,No,F,Non-smoker,>=7,4,160-179
Tropical Latin America,45-49,No,F,Non-smoker,>=7,3,140-159
Tropical Latin America,45-49,No,F,Non-smoker,>=7,2,120-139
Tropical Latin America,45-49,No,F,Non-smoker,>=7,2,<120
Tropical Latin America,40-44,No,F,Non-smoker,>=7,4,>=180
Tropical Latin America,40-44,No,F,Non-smoker,>=7,3,160-179
Tropical Latin America,40-44,No,F,Non-smoker,>=7,2,140-159
Tropical Latin America,40-44,No,F,Non-smoker,>=7,2,120-139
Tropical Latin America,40-44,No,F,Non-smoker,>=7,1,<120
Tropical Latin America,70-74,Yes,F,Non-smoker,>=7,22,>=180
Tropical Latin America,70-74,Yes,F,Non-smoker,>=7,19,160-179
Tropical Latin America,70-74,Yes,F,Non-smoker,>=7,16,140-159
Tropical Latin America,70-74,Yes,F,Non-smoker,>=7,14,120-139
Tropical Latin America,70-74,Yes,F,Non-smoker,>=7,12,<120
Tropical Latin America,65-69,Yes,F,Non-smoker,>=7,19,>=180
Tropical Latin America,65-69,Yes,F,Non-smoker,>=7,16,160-179
Tropical Latin America,65-69,Yes,F,Non-smoker,>=7,13,140-159
Tropical Latin America,65-69,Yes,F,Non-smoker,>=7,11,120-139
Tropical Latin America,65-69,Yes,F,Non-smoker,>=7,9,<120
Tropical Latin America,60-64,Yes,F,Non-smoker,>=7,16,>=180
Tropical Latin America,60-64,Yes,F,Non-smoker,>=7,13,160-179
Tropical Latin America,60-64,Yes,F,Non-smoker,>=7,11,140-159
Tropical Latin America,60-64,Yes,F,Non-smoker,>=7,9,120-139
Tropical Latin America,60-64,Yes,F,Non-smoker,>=7,7,<120
Tropical Latin America,55-59,Yes,F,Non-smoker,>=7,14,>=180
Tropical Latin America,55-59,Yes,F,Non-smoker,>=7,11,160-179
Tropical Latin America,55-59,Yes,F,Non-smoker,>=7,9,140-159
Tropical Latin America,55-59,Yes,F,Non-smoker,>=7,7,120-139
Tropical Latin America,55-59,Yes,F,Non-smoker,>=7,6,<120
Tropical Latin America,50-54,Yes,F,Non-smoker,>=7,12,>=180
Tropical Latin America,50-54,Yes,F,Non-smoker,>=7,9,160-179
Tropical Latin America,50-54,Yes,F,Non-smoker,>=7,8,140-159
Tropical Latin America,50-54,Yes,F,Non-smoker,>=7,6,120-139
Tropical Latin America,50-54,Yes,F,Non-smoker,>=7,5,<120
Tropical Latin America,45-49,Yes,F,Non-smoker,>=7,10,>=180
Tropical Latin America,45-49,Yes,F,Non-smoker,>=7,8,160-179
Tropical Latin America,45-49,Yes,F,Non-smoker,>=7,6,140-159
Tropical Latin America,45-49,Yes,F,Non-smoker,>=7,5,120-139
Tropical Latin America,45-49,Yes,F,Non-smoker,>=7,4,<120
Tropical Latin America,40-44,Yes,F,Non-smoker,>=7,9,>=180
Tropical Latin America,40-44,Yes,F,Non-smoker,>=7,7,160-179
Tropical Latin America,40-44,Yes,F,Non-smoker,>=7,5,140-159
Tropical Latin America,40-44,Yes,F,Non-smoker,>=7,4,120-139
Tropical Latin America,40-44,Yes,F,Non-smoker,>=7,3,<120
East Asia,70-74,No,F,Non-smoker,>=7,29,>=180
East Asia,70-74,No,F,Non-smoker,>=7,25,160-179
East Asia,70-74,No,F,Non-smoker,>=7,21,140-159
East Asia,70-74,No,F,Non-smoker,>=7,18,120-139
East Asia,70-74,No,F,Non-smoker,>=7,15,<120
East Asia,65-69,No,F,Non-smoker,>=7,23,>=180
East Asia,65-69,No,F,Non-smoker,>=7,19,160-179
East Asia,65-69,No,F,Non-smoker,>=7,16,140-159
East Asia,65-69,No,F,Non-smoker,>=7,13,120-139
East Asia,65-69,No,F,Non-smoker,>=7,11,<120
East Asia,60-64,No,F,Non-smoker,>=7,19,>=180
East Asia,60-64,No,F,Non-smoker,>=7,15,160-179
East Asia,60-64,No,F,Non-smoker,>=7,12,140-159
East Asia,60-64,No,F,Non-smoker,>=7,10,120-139
East Asia,60-64,No,F,Non-smoker,>=7,8,<120
East Asia,55-59,No,F,Non-smoker,>=7,15,>=180
East Asia,55-59,No,F,Non-smoker,>=7,12,160-179
East Asia,55-59,No,F,Non-smoker,>=7,9,140-159
East Asia,55-59,No,F,Non-smoker,>=7,7,120-139
East Asia,55-59,No,F,Non-smoker,>=7,6,<120
East Asia,50-54,No,F,Non-smoker,>=7,12,>=180
East Asia,50-54,No,F,Non-smoker,>=7,9,160-179
East Asia,50-54,No,F,Non-smoker,>=7,7,140-159
East Asia,50-54,No,F,Non-smoker,>=7,5,120-139
East Asia,50-54,No,F,Non-smoker,>=7,4,<120
East Asia,45-49,No,F,Non-smoker,>=7,10,>=180
East Asia,45-49,No,F,Non-smoker,>=7,7,160-179
East Asia,45-49,No,F,Non-smoker,>=7,5,140-159
East Asia,45-49,No,F,Non-smoker,>=7,4,120-139
East Asia,45-49,No,F,Non-smoker,>=7,3,<120
East Asia,40-44,No,F,Non-smoker,>=7,8,>=180
East Asia,40-44,No,F,Non-smoker,>=7,6,160-179
East Asia,40-44,No,F,Non-smoker,>=7,4,140-159
East Asia,40-44,No,F,Non-smoker,>=7,3,120-139
East Asia,40-44,No,F,Non-smoker,>=7,2,<120
East Asia,70-74,Yes,F,Non-smoker,>=7,42,>=180
East Asia,70-74,Yes,F,Non-smoker,>=7,36,160-179
East Asia,70-74,Yes,F,Non-smoker,>=7,31,140-159
East Asia,70-74,Yes,F,Non-smoker,>=7,26,120-139
East Asia,70-74,Yes,F,Non-smoker,>=7,22,<120
East Asia,65-69,Yes,F,Non-smoker,>=7,36,>=180
East Asia,65-69,Yes,F,Non-smoker,>=7,31,160-179
East Asia,65-69,Yes,F,Non-smoker,>=7,26,140-159
East Asia,65-69,Yes,F,Non-smoker,>=7,21,120-139
East Asia,65-69,Yes,F,Non-smoker,>=7,18,<120
East Asia,60-64,Yes,F,Non-smoker,>=7,31,>=180
East Asia,60-64,Yes,F,Non-smoker,>=7,26,160-179
East Asia,60-64,Yes,F,Non-smoker,>=7,21,140-159
East Asia,60-64,Yes,F,Non-smoker,>=7,17,120-139
East Asia,60-64,Yes,F,Non-smoker,>=7,14,<120
East Asia,55-59,Yes,F,Non-smoker,>=7,27,>=180
East Asia,55-59,Yes,F,Non-smoker,>=7,22,160-179
East Asia,55-59,Yes,F,Non-smoker,>=7,17,140-159
East Asia,55-59,Yes,F,Non-smoker,>=7,14,120-139
East Asia,55-59,Yes,F,Non-smoker,>=7,11,<120
East Asia,50-54,Yes,F,Non-smoker,>=7,23,>=180
East Asia,50-54,Yes,F,Non-smoker,>=7,18,160-179
East Asia,50-54,Yes,F,Non-smoker,>=7,14,140-159
East Asia,50-54,Yes,F,Non-smoker,>=7,11,120-139
East Asia,50-54,Yes,F,Non-smoker,>=7,8,<120
East Asia,45-49,Yes,F,Non-smoker,>=7,20,>=180
East Asia,45-49,Yes,F,Non-smoker,>=7,15,160-179
East Asia,45-49,Yes,F,Non-smoker,>=7,11,140-159
East Asia,45-49,Yes,F,Non-smoker,>=7,9,120-139
East Asia,45-49,Yes,F,Non-smoker,>=7,6,<120
East Asia,40-44,Yes,F,Non-smoker,>=7,17,>=180
East Asia,40-44,Yes,F,Non-smoker,>=7,13,160-179
East Asia,40-44,Yes,F,Non-smoker,>=7,9,140-159
East Asia,40-44,Yes,F,Non-smoker,>=7,7,120-139
East Asia,40-44,Yes,F,Non-smoker,>=7,5,<120
South Asia,70-74,No,F,Non-smoker,>=7,22,>=180
South Asia,70-74,No,F,Non-smoker,>=7,19,160-179
South Asia,70-74,No,F,Non-smoker,>=7,16,140-159
South Asia,70-74,No,F,Non-smoker,>=7,13,120-139
South Asia,70-74,No,F,Non-smoker,>=7,11,<120
South Asia,65-69,No,F,Non-smoker,>=7,18,>=180
South Asia,65-69,No,F,Non-smoker,>=7,15,160-179
South Asia,65-69,No,F,Non-smoker,>=7,12,140-159
South Asia,65-69,No,F,Non-smoker,>=7,10,120-139
South Asia,65-69,No,F,Non-smoker,>=7,8,<120
South Asia,60-64,No,F,Non-smoker,>=7,14,>=180
South Asia,60-64,No,F,Non-smoker,>=7,12,160-179
South Asia,60-64,No,F,Non-smoker,>=7,9,140-159
South Asia,60-64,No,F,Non-smoker,>=7,8,120-139
South Asia,60-64,No,F,Non-smoker,>=7,6,<120
South Asia,55-59,No,F,Non-smoker,>=7,11,>=180
South Asia,55-59,No,F,Non-smoker,>=7,9,160-179
South Asia,55-59,No,F,Non-smoker,>=7,7,140-159
South Asia,55-59,No,F,Non-smoker,>=7,6,120-139
South Asia,55-59,No,F,Non-smoker,>=7,5,<120
South Asia,50-54,No,F,Non-smoker,>=7,9,>=180
South Asia,50-54,No,F,Non-smoker,>=7,7,160-179
South Asia,50-54,No,F,Non-smoker,>=7,5,140-159
South Asia,50-54,No,F,Non-smoker,>=7,4,120-139
South Asia,50-54,No,F,Non-smoker,>=7,3,<120
South Asia,45-49,No,F,Non-smoker,>=7,7,>=180
South Asia,45-49,No,F,Non-smoker,>=7,5,160-179
South Asia,45-49,No,F,Non-smoker,>=7,4,140-159
South Asia,45-49,No,F,Non-smoker,>=7,3,120-139
South Asia,45-49,No,F,Non-smoker,>=7,2,<120
South Asia,40-44,No,F,Non-smoker,>=7,6,>=180
South Asia,40-44,No,F,Non-smoker,>=7,4,160-179
South Asia,40-44,No,F,Non-smoker,>=7,3,140-159
South Asia,40-44,No,F,Non-smoker,>=7,2,120-139
South Asia,40-44,No,F,Non-smoker,>=7,2,<120
South Asia,70-74,Yes,F,Non-smoker,>=7,33,>=180
South Asia,70-74,Yes,F,Non-smoker,>=7,28,160-179
South Asia,70-74,Yes,F,Non-smoker,>=7,24,140-159
South Asia,70-74,Yes,F,Non-smoker,>=7,20,120-139
South Asia,70-74,Yes,F,Non-smoker,>=7,17,<120
South Asia,65-69,Yes,F,Non-smoker,>=7,28,>=180
South Asia,65-69,Yes,F,Non-smoker,>=7,24,160-179
South Asia,65-69,Yes,F,Non-smoker,>=7,20,140-159
South Asia,65-69,Yes,F,Non-smoker,>=7,17,120-139
South Asia,65-69,Yes,F,Non-smoker,>=7,14,<120
South Asia,60-64,Yes,F,Non-smoker,>=7,24,>=180
South Asia,60-64,Yes,F,Non-smoker,>=7,20,160-179
South Asia,60-64,Yes,F,Non-smoker,>=7,16,140-159
South Asia,60-64,Yes,F,Non-smoker,>=7,13,120-139
South Asia,60-64,Yes,F,Non-smoker,>=7,11,<120
South Asia,55-59,Yes,F,Non-smoker,>=7,20,>=180
South Asia,55-59,Yes,F,Non-smoker,>=7,17,160-179
South Asia,55-59,Yes,F,Non-smoker,>=7,13,140-159
South Asia,55-59,Yes,F,Non-smoker,>=7,11,120-139
South Asia,55-59,Yes,F,Non-smoker,>=7,9,<120
South Asia,50-54,Yes,F,Non-smoker,>=7,17,>=180
South Asia,50-54,Yes,F,Non-smoker,>=7,14,160-179
South Asia,50-54,Yes,F,Non-smoker,>=7,11,140-159
South Asia,50-54,Yes,F,Non-smoker,>=7,9,120-139
South Asia,50-54,Yes,F,Non-smoker,>=7,7,<120
South Asia,45-49,Yes,F,Non-smoker,>=7,15,>=180
South Asia,45-49,Yes,F,Non-smoker,>=7,12,160-179
South Asia,45-49,Yes,F,Non-smoker,>=7,9,140-159
South Asia,45-49,Yes,F,Non-smoker,>=7,7,120-139
South Asia,45-49,Yes,F,Non-smoker,>=7,5,<120
South Asia,40-44,Yes,F,Non-smoker,>=7,13,>=180
South Asia,40-44,Yes,F,Non-smoker,>=7,10,160-179
South Asia,40-44,Yes,F,Non-smoker,>=7,7,140-159
South Asia,40-44,Yes,F,Non-smoker,>=7,6,120-139
South Asia,40-44,Yes,F,Non-smoker,>=7,4,<120
Southeast Asia,70-74,No,F,Non-smoker,>=7,22,>=180
Southeast Asia,70-74,No,F,Non-smoker,>=7,18,160-179
Southeast Asia,70-74,No,F,Non-smoker,>=7,15,140-159
Southeast Asia,70-74,No,F,Non-smoker,>=7,13,120-139
Southeast Asia,70-74,No,F,Non-smoker,>=7,11,<120
Southeast Asia,65-69,No,F,Non-smoker,>=7,17,>=180
Southeast Asia,65-69,No,F,Non-smoker,>=7,14,160-179
Southeast Asia,65-69,No,F,Non-smoker,>=7,12,140-159
Southeast Asia,65-69,No,F,Non-smoker,>=7,10,120-139
Southeast Asia,65-69,No,F,Non-smoker,>=7,8,<120
Southeast Asia,60-64,No,F,Non-smoker,>=7,14,>=180
Southeast Asia,60-64,No,F,Non-smoker,>=7,11,160-179
Southeast Asia,60-64,No,F,Non-smoker,>=7,9,140-159
Southeast Asia,60-64,No,F,Non-smoker,>=7,7,120-139
Southeast Asia,60-64,No,F,Non-smoker,>=7,6,<120
Southeast Asia,55-59,No,F,Non-smoker,>=7,11,>=180
Southeast Asia,55-59,No,F,Non-smoker,>=7,8,160-179
